Time,Prices,Vol,Ope,Clop,Sol
21:21:02,"2,376.00",310,219,91,Longop
21:21:02,"2,376.00",28,28,0,双开
21:21:03,"2,377.00",12,12,0,双开
21:21:03,"2,376.00",42,37,5,SHortop
21:21:04,"2,376.00",12,12,0,双开
21:21:04,"2,377.00",4,3,1,Longop
21:21:05,"2,377.00",250,77,173,SHortcl
21:21:05,"2,377.00",24,12,12,多换
21:21:06,"2,376.00",38,22,16,SHortop
21:21:06,"2,376.00",28,18,10,SHortop
21:21:07,"2,377.00",2,1,1,多换
21:21:07,"2,377.00",48,28,20,Longop
21:21:08,"2,377.00",236,28,208,SHortcl
21:21:08,"2,377.00",252,20,232,Longcl
21:21:09,"2,377.00",8,0,8,双平
21:21:09,"2,378.00",16,6,10,SHortcl
21:21:10,"2,377.00",98,41,57,Longcl
21:21:10,"2,378.00",8,4,4,多换
21:21:11,"2,377.00",30,10,20,Longcl
21:21:11,"2,378.00",10,1,9,SHortcl
21:21:12,"2,378.00",18,3,15,SHortcl
21:21:12,"2,378.00",106,54,52,Longop
21:21:13,"2,378.00",50,24,26,SHortcl
21:21:13,"2,378.00",38,12,26,SHortcl
21:21:14,"2,378.00",6,3,3,多换
21:21:14,"2,377.00",6,1,5,Longcl
21:21:15,"2,377.00",158,31,127,Longcl
21:21:15,"2,378.00",10,3,7,SHortcl
21:21:16,"2,378.00",30,14,16,SHortcl
21:21:16,"2,378.00",10,4,6,SHortcl
21:21:17,"2,377.00",112,7,105,Longcl
21:21:17,"2,378.00",186,1,185,SHortcl
21:21:18,"2,378.00",44,2,42,SHortcl
21:21:18,"2,378.00",18,2,16,SHortcl
21:21:19,"2,377.00",36,14,22,Longcl
21:21:19,"2,377.00",24,10,14,Longcl
21:21:20,"2,377.00",22,6,16,Longcl
21:21:20,"2,378.00",40,3,37,SHortcl
21:21:21,"2,377.00",50,4,46,Longcl
21:21:21,"2,378.00",32,16,16,多换
21:21:22,"2,377.00",18,6,12,Longcl
21:21:22,"2,378.00",32,16,16,多换
21:21:23,"2,377.00",124,57,67,Longcl
21:21:23,"2,377.00",42,13,29,Longcl
21:21:24,"2,378.00",14,7,7,多换
21:21:24,"2,378.00",10,2,8,SHortcl
21:21:25,"2,378.00",14,4,10,SHortcl
21:21:25,"2,378.00",110,57,53,Longop
21:21:26,"2,378.00",608,305,303,Longop
21:21:26,"2,378.00",52,4,48,Longcl
21:21:27,"2,379.00",2,1,1,多换
21:21:27,"2,378.00",22,4,18,Longcl
21:21:28,"2,379.00",28,11,17,SHortcl
21:21:28,"2,379.00",6,1,5,SHortcl
21:21:29,"2,379.00",26,10,16,SHortcl
21:21:29,"2,378.00",152,60,92,Longcl
21:21:30,"2,379.00",6,2,4,SHortcl
21:21:30,"2,379.00",24,12,12,多换
21:21:31,"2,378.00",14,5,9,Longcl
21:21:31,"2,378.00",122,13,109,Longcl
21:21:32,"2,378.00",274,243,31,SHortop
21:21:32,"2,378.00",28,15,13,Longop
21:21:33,"2,378.00",26,22,4,Longop
21:21:33,"2,378.00",4,4,0,双开
21:21:34,"2,378.00",6,5,1,Longop
21:21:34,"2,378.00",10,5,5,多换
21:21:35,"2,377.00",30,11,19,Longcl
21:21:35,"2,378.00",28,16,12,Longop
21:21:36,"2,377.00",902,753,149,SHortop
21:21:36,"2,377.00",16,16,0,双开
21:21:37,"2,377.00",222,76,146,SHortcl
21:21:37,"2,376.00",40,22,18,SHortop
21:21:38,"2,376.00",34,7,27,Longcl
21:21:38,"2,377.00",38,2,36,SHortcl
21:21:39,"2,376.00",488,358,130,SHortop
21:21:39,"2,375.00",12,8,4,SHortop
21:21:40,"2,376.00",34,32,2,Longop
21:21:40,"2,376.00",118,107,11,Longop
21:21:41,"2,376.00",16,15,1,Longop
21:21:41,"2,375.00",354,219,135,SHortop
21:21:42,"2,376.00",16,12,4,Longop
21:21:42,"2,375.00",126,76,50,SHortop
21:21:43,"2,376.00",6,5,1,Longop
21:21:43,"2,374.00",612,523,89,SHortop
21:21:44,"2,375.00",38,23,15,Longop
21:21:44,"2,375.00",94,66,28,Longop
21:21:45,"2,375.00",106,17,89,SHortcl
21:21:45,"2,375.00",48,31,17,Longop
21:21:46,"2,374.00",498,168,330,Longcl
21:21:46,"2,373.00",78,62,16,SHortop
21:21:47,"2,374.00",116,57,59,SHortcl
21:21:47,"2,374.00",38,4,34,SHortcl
21:21:48,"2,373.00","1,248",477,771,Longcl
21:21:48,"2,374.00",110,55,55,空换
21:21:49,"2,374.00",40,22,18,SHortop
21:21:49,"2,374.00",50,30,20,SHortop
21:21:50,"2,374.00",332,74,258,Longcl
21:21:50,"2,374.00",40,21,19,SHortop
21:21:51,"2,375.00",72,40,32,Longop
21:21:51,"2,375.00",40,25,15,Longop
21:21:52,"2,374.00",10,4,6,Longcl
21:21:52,"2,374.00",436,256,180,SHortop
21:21:53,"2,375.00",532,387,145,Longop
21:21:53,"2,376.00",246,141,105,Longop
21:21:54,"2,375.00",4,2,2,空换
21:21:54,"2,375.00",20,8,12,Longcl
21:21:55,"2,375.00",62,31,31,空换
21:21:55,"2,376.00",76,41,35,Longop
21:21:56,"2,375.00",16,4,12,Longcl
21:21:56,"2,375.00",286,176,110,SHortop
21:21:57,"2,375.00",6,4,2,Longop
21:21:58,"2,374.00",12,9,3,SHortop
21:21:58,"2,375.00",26,26,0,双开
21:21:59,"2,375.00",482,284,198,Longop
21:21:59,"2,375.00",40,27,13,Longop
21:22:00,"2,374.00",168,124,44,SHortop
21:22:00,"2,374.00",118,18,100,Longcl
21:22:01,"2,374.00",12,3,9,Longcl
21:22:01,"2,375.00",10,4,6,SHortcl
21:22:02,"2,374.00",412,345,67,SHortop
21:22:02,"2,375.00",40,13,27,SHortcl
21:22:03,"2,375.00",230,5,225,SHortcl
21:22:03,"2,374.00",190,145,45,SHortop
21:22:04,"2,374.00",84,73,11,SHortop
21:22:04,"2,374.00",14,9,5,SHortop
21:22:05,"2,374.00",602,566,36,SHortop
21:22:05,"2,375.00",130,5,125,SHortcl
21:22:06,"2,376.00",214,21,193,SHortcl
21:22:06,"2,374.00",30,19,11,SHortop
21:22:07,"2,374.00",432,278,154,SHortop
21:22:07,"2,374.00",80,12,68,Longcl
21:22:08,"2,374.00",8,3,5,Longcl
21:22:08,"2,374.00",22,11,11,空换
21:22:09,"2,374.00",258,169,89,SHortop
21:22:09,"2,374.00",70,68,2,Longop
21:22:10,"2,374.00",24,24,0,双开
21:22:10,"2,374.00",380,296,84,Longop
21:22:11,"2,374.00",220,204,16,Longop
21:22:11,"2,373.00",86,67,19,SHortop
21:22:12,"2,374.00",152,27,125,SHortcl
21:22:12,"2,374.00",172,58,114,SHortcl
21:22:13,"2,372.00",376,284,92,SHortop
21:22:13,"2,372.00",24,20,4,SHortop
21:22:14,"2,373.00",52,43,9,Longop
21:22:14,"2,372.00",186,91,95,Longcl
21:22:15,"2,371.00","1,452",432,"1,020",Longcl
21:22:15,"2,372.00",826,181,645,SHortcl
21:22:16,"2,371.00","2,180",964,"1,216",Longcl
21:22:16,"2,370.00","2,160",631,"1,529",Longcl
21:22:17,"2,370.00",368,163,205,Longcl
21:22:17,"2,371.00",164,38,126,SHortcl
21:22:18,"2,371.00",228,141,87,Longop
21:22:18,"2,371.00",54,33,21,Longop
21:22:19,"2,371.00",528,154,374,SHortcl
21:22:19,"2,371.00","2,504","2,049",455,SHortop
21:22:20,"2,371.00",250,124,126,SHortcl
21:22:20,"2,371.00",172,11,161,Longcl
21:22:21,"2,371.00",110,65,45,SHortop
21:22:21,"2,371.00",102,59,43,SHortop
21:22:22,"2,371.00","2,814","2,318",496,SHortop
21:22:22,"2,371.00",60,4,56,SHortcl
21:22:23,"2,371.00",414,219,195,Longop
21:22:23,"2,371.00",326,109,217,SHortcl
21:22:24,"2,371.00",270,49,221,SHortcl
21:22:24,"2,371.00",220,15,205,Longcl
21:22:25,"2,372.00",172,95,77,Longop
21:22:25,"2,371.00",200,100,100,空换
21:22:26,"2,372.00",580,167,413,SHortcl
21:22:26,"2,373.00",132,21,111,SHortcl
21:22:27,"2,372.00",44,21,23,Longcl
21:22:27,"2,372.00",24,24,0,双开
21:22:28,"2,372.00",20,15,5,SHortop
21:22:28,"2,372.00",16,13,3,SHortop
21:22:29,"2,373.00",90,49,41,Longop
21:22:29,"2,373.00",24,12,12,多换
21:22:30,"2,373.00",78,49,29,Longop
21:22:30,"2,372.00",64,42,22,SHortop
21:22:31,"2,373.00",22,11,11,多换
21:22:31,"2,372.00",74,45,29,SHortop
21:22:32,"2,373.00",142,58,84,SHortcl
21:22:32,"2,372.00",24,7,17,Longcl
21:22:33,"2,373.00",68,35,33,Longop
21:22:33,"2,372.00",422,308,114,SHortop
21:22:34,"2,372.00",26,9,17,Longcl
21:22:34,"2,373.00",66,45,21,Longop
21:22:35,"2,373.00",102,94,8,Longop
21:22:35,"2,372.00",330,224,106,SHortop
21:22:36,"2,372.00",12,11,1,Longop
21:22:36,"2,372.00",90,47,43,Longop
21:22:37,"2,372.00",44,8,36,SHortcl
21:22:37,"2,371.00",386,284,102,SHortop
21:22:38,"2,371.00",130,50,80,Longcl
21:22:38,"2,372.00",66,13,53,SHortcl
21:22:39,"2,372.00",60,8,52,SHortcl
21:22:39,"2,371.00",92,50,42,SHortop
21:22:40,"2,372.00",46,41,5,Longop
21:22:40,"2,372.00",154,65,89,SHortcl
21:22:41,"2,372.00",94,35,59,SHortcl
21:22:41,"2,372.00",128,74,54,Longop
21:22:42,"2,371.00",576,393,183,SHortop
21:22:42,"2,371.00",40,36,4,Longop
21:22:43,"2,371.00",78,70,8,Longop
21:22:43,"2,371.00",850,732,118,Longop
21:22:44,"2,370.00",650,455,195,SHortop
21:22:44,"2,371.00",704,590,114,Longop
21:22:45,"2,370.00",718,368,350,SHortop
21:22:45,"2,369.00",84,63,21,SHortop
21:22:46,"2,370.00",398,217,181,Longop
21:22:46,"2,369.00",96,66,30,SHortop
21:22:47,"2,369.00",150,90,60,SHortop
21:22:47,"2,370.00",168,125,43,Longop
21:22:48,"2,370.00",114,92,22,Longop
21:22:48,"2,369.00",60,41,19,SHortop
21:22:49,"2,370.00",68,44,24,Longop
21:22:49,"2,369.00",86,59,27,SHortop
21:22:50,"2,370.00",588,246,342,SHortcl
21:22:50,"2,370.00",58,27,31,Longcl
21:22:51,"2,370.00",184,69,115,Longcl
21:22:51,"2,370.00",64,25,39,Longcl
21:22:52,"2,370.00",128,50,78,Longcl
21:22:52,"2,370.00",196,159,37,SHortop
21:22:53,"2,370.00",22,10,12,Longcl
21:22:53,"2,372.00",698,136,562,SHortcl
21:22:54,"2,371.00",30,3,27,Longcl
21:22:54,"2,371.00",12,5,7,Longcl
21:22:55,"2,372.00",72,41,31,Longop
21:22:55,"2,371.00",252,42,210,Longcl
21:22:56,"2,371.00",314,260,54,SHortop
21:22:56,"2,372.00",208,70,138,SHortcl
21:22:57,"2,371.00",70,35,35,空换
21:22:57,"2,371.00",6,5,1,SHortop
21:22:58,"2,371.00",116,33,83,Longcl
21:22:58,"2,371.00",56,17,39,Longcl
21:22:59,"2,371.00",58,26,32,Longcl
21:22:59,"2,372.00",22,13,9,Longop
21:23:00,"2,371.00",24,22,2,SHortop
21:23:00,"2,371.00",90,69,21,SHortop
21:23:01,"2,372.00",8,1,7,SHortcl
21:23:01,"2,372.00",20,10,10,多换
21:23:02,"2,372.00",32,9,23,SHortcl
21:23:02,"2,372.00",104,50,54,SHortcl
21:23:03,"2,371.00",56,5,51,Longcl
21:23:03,"2,371.00",22,5,17,Longcl
21:23:04,"2,372.00",778,188,590,SHortcl
21:23:04,"2,372.00",30,15,15,空换
21:23:05,"2,373.00",66,62,4,Longop
21:23:05,"2,373.00",6,2,4,SHortcl
21:23:06,"2,373.00",158,42,116,SHortcl
21:23:06,"2,372.00",58,44,14,SHortop
21:23:07,"2,373.00",144,17,127,SHortcl
21:23:07,"2,373.00",62,21,41,SHortcl
21:23:08,"2,373.00",56,46,10,Longop
21:23:08,"2,372.00",22,11,11,空换
21:23:09,"2,373.00",76,4,72,SHortcl
21:23:09,"2,373.00",20,11,9,Longop
21:23:10,"2,373.00",62,21,41,SHortcl
21:23:10,"2,373.00",80,61,19,Longop
21:23:11,"2,373.00",20,15,5,Longop
21:23:11,"2,373.00",24,14,10,Longop
21:23:12,"2,373.00",28,7,21,SHortcl
21:23:12,"2,373.00",30,6,24,SHortcl
21:23:13,"2,373.00",36,13,23,SHortcl
21:23:13,"2,373.00",40,18,22,SHortcl
21:23:14,"2,373.00",10,4,6,SHortcl
21:23:14,"2,373.00",36,21,15,Longop
21:23:15,"2,372.00",200,156,44,SHortop
21:23:15,"2,373.00",324,57,267,SHortcl
21:23:16,"2,374.00",22,8,14,SHortcl
21:23:16,"2,373.00",34,8,26,Longcl
21:23:17,"2,374.00",16,8,8,多换
21:23:17,"2,374.00",8,4,4,多换
21:23:18,"2,374.00",26,23,3,Longop
21:23:18,"2,374.00",18,8,10,SHortcl
21:23:19,"2,374.00",18,14,4,Longop
21:23:19,"2,374.00",48,34,14,Longop
21:23:20,"2,374.00",706,136,570,SHortcl
21:23:20,"2,375.00",124,50,74,SHortcl
21:23:21,"2,375.00",114,8,106,SHortcl
21:23:21,"2,375.00",34,16,18,SHortcl
21:23:22,"2,375.00",92,23,69,SHortcl
21:23:22,"2,375.00",16,2,14,SHortcl
21:23:23,"2,375.00",40,3,37,SHortcl
21:23:23,"2,375.00",114,66,48,Longop
21:23:24,"2,375.00",48,17,31,SHortcl
21:23:24,"2,375.00",24,12,12,多换
21:23:25,"2,374.00",44,18,26,Longcl
21:23:25,"2,375.00",48,15,33,SHortcl
21:23:26,"2,375.00",108,9,99,SHortcl
21:23:26,"2,374.00",24,2,22,Longcl
21:23:27,"2,375.00",304,157,147,Longop
21:23:27,"2,375.00",40,4,36,SHortcl
21:23:28,"2,374.00","1,512","1,201",311,SHortop
21:23:28,"2,374.00",58,25,33,SHortcl
21:23:29,"2,372.00","1,650",615,"1,035",Longcl
21:23:29,"2,372.00",22,16,6,SHortop
21:23:30,"2,372.00",114,51,63,SHortcl
21:23:30,"2,372.00",164,46,118,SHortcl
21:23:31,"2,372.00",68,36,32,Longop
21:23:31,"2,372.00",50,17,33,SHortcl
21:23:32,"2,371.00",90,47,43,SHortop
21:23:32,"2,372.00",20,12,8,Longop
21:23:33,"2,372.00",20,10,10,多换
21:23:33,"2,372.00",96,63,33,Longop
21:23:34,"2,372.00",24,12,12,多换
21:23:34,"2,372.00",84,18,66,SHortcl
21:23:35,"2,372.00",18,11,7,Longop
21:23:35,"2,372.00",28,11,17,SHortcl
21:23:36,"2,372.00",166,82,84,SHortcl
21:23:36,"2,372.00",22,9,13,SHortcl
21:23:37,"2,372.00",12,1,11,SHortcl
21:23:37,"2,372.00",36,27,9,Longop
21:23:38,"2,371.00",20,8,12,Longcl
21:23:38,"2,372.00",20,17,3,Longop
21:23:39,"2,372.00",6,6,0,双开
21:23:39,"2,373.00",64,40,24,Longop
21:23:40,"2,372.00",26,15,11,SHortop
21:23:40,"2,372.00",82,60,22,SHortop
21:23:41,"2,373.00",12,6,6,多换
21:23:41,"2,372.00",22,10,12,Longcl
21:23:42,"2,372.00",60,30,30,空换
21:23:42,"2,373.00",22,10,12,SHortcl
21:23:43,"2,373.00",118,55,63,SHortcl
21:23:43,"2,372.00",38,25,13,SHortop
21:23:44,"2,373.00",22,11,11,多换
21:23:44,"2,372.00",44,35,9,SHortop
21:23:45,"2,373.00",102,52,50,Longop
21:23:45,"2,373.00",22,22,0,双开
21:23:46,"2,372.00",4,3,1,SHortop
21:23:46,"2,373.00",26,2,24,SHortcl
21:23:47,"2,372.00",4,3,1,SHortop
21:23:47,"2,373.00",14,6,8,SHortcl
21:23:48,"2,372.00",18,12,6,SHortop
21:23:48,"2,372.00",32,15,17,Longcl
21:23:49,"2,373.00",134,26,108,SHortcl
21:23:49,"2,373.00",216,127,89,Longop
21:23:50,"2,373.00",4,3,1,SHortop
21:23:50,"2,373.00",14,7,7,空换
21:23:51,"2,373.00",4,4,0,双开
21:23:51,"2,374.00",46,25,21,Longop
21:23:52,"2,374.00",22,6,16,SHortcl
21:23:52,"2,374.00",30,11,19,SHortcl
21:23:53,"2,374.00",46,28,18,Longop
21:23:53,"2,373.00",4,2,2,空换
21:23:54,"2,374.00",130,84,46,Longop
21:23:54,"2,373.00",10,10,0,双开
21:23:55,"2,374.00",106,62,44,Longop
21:23:55,"2,374.00",80,77,3,Longop
21:23:56,"2,374.00",6,5,1,Longop
21:23:56,"2,374.00",22,21,1,Longop
21:23:57,"2,374.00",26,14,12,Longop
21:23:57,"2,373.00",28,16,12,SHortop
21:23:58,"2,373.00",22,10,12,Longcl
21:23:58,"2,374.00",8,5,3,Longop
21:23:59,"2,374.00",8,8,0,双开
21:23:59,"2,373.00",22,11,11,空换
21:24:00,"2,374.00",16,7,9,SHortcl
21:24:00,"2,374.00",12,7,5,Longop
21:24:01,"2,373.00",338,108,230,Longcl
21:24:01,"2,373.00",182,90,92,SHortcl
21:24:02,"2,373.00",12,2,10,SHortcl
21:24:02,"2,373.00",24,3,21,SHortcl
21:24:03,"2,373.00",6,1,5,SHortcl
21:24:03,"2,373.00",46,20,26,SHortcl
21:24:04,"2,373.00",86,78,8,Longop
21:24:04,"2,373.00",236,228,8,Longop
21:24:05,"2,372.00",32,26,6,SHortop
21:24:05,"2,373.00",4,4,0,双开
21:24:06,"2,372.00",10,10,0,双开
21:24:06,"2,373.00",36,32,4,Longop
21:24:07,"2,372.00",38,20,18,SHortop
21:24:07,"2,373.00",24,24,0,双开
21:24:08,"2,372.00",4,4,0,双开
21:24:08,"2,372.00",22,11,11,空换
21:24:09,"2,372.00",6,6,0,双开
21:24:09,"2,372.00",8,3,5,Longcl
21:24:10,"2,373.00",46,20,26,SHortcl
21:24:10,"2,373.00",4,2,2,多换
21:24:11,"2,373.00",486,83,403,SHortcl
21:24:11,"2,372.00",880,718,162,SHortop
21:24:12,"2,373.00",6,3,3,多换
21:24:13,"2,373.00",8,7,1,Longop
21:24:13,"2,372.00",12,7,5,SHortop
21:24:14,"2,373.00",44,32,12,Longop
21:24:14,"2,372.00",44,38,6,SHortop
21:24:15,"2,373.00",4,4,0,双开
21:24:15,"2,372.00",2,0,2,双平
21:24:16,"2,373.00",18,14,4,Longop
21:24:16,"2,373.00",14,9,5,Longop
21:24:17,"2,373.00",6,6,0,双开
21:24:17,"2,373.00",4,3,1,Longop
21:24:18,"2,373.00",14,13,1,Longop
21:24:18,"2,373.00",44,32,12,Longop
21:24:19,"2,373.00",28,25,3,Longop
21:24:19,"2,372.00",4,4,0,双开
21:24:20,"2,373.00",10,6,4,Longop
21:24:20,"2,373.00",82,73,9,Longop
21:24:21,"2,373.00",30,30,0,双开
21:24:21,"2,372.00",4,4,0,双开
21:24:22,"2,372.00",14,14,0,双开
21:24:22,"2,373.00",22,22,0,双开
21:24:23,"2,372.00",52,48,4,SHortop
21:24:23,"2,373.00",8,8,0,双开
21:24:24,"2,373.00",56,53,3,Longop
21:24:24,"2,372.00",8,8,0,双开
21:24:25,"2,372.00",14,10,4,SHortop
21:24:25,"2,373.00",26,13,13,多换
21:24:26,"2,373.00",38,19,19,多换
21:24:26,"2,373.00",6,2,4,SHortcl
21:24:27,"2,373.00",12,5,7,SHortcl
21:24:27,"2,373.00",2,1,1,多换
21:24:28,"2,372.00",14,5,9,Longcl
21:24:28,"2,373.00",32,9,23,SHortcl
21:24:29,"2,372.00",28,16,12,SHortop
21:24:29,"2,373.00",94,48,46,Longop
21:24:30,"2,373.00",14,12,2,Longop
21:24:30,"2,373.00",2,2,0,双开
21:24:31,"2,372.00",230,215,15,SHortop
21:24:31,"2,373.00",214,160,54,Longop
21:24:32,"2,373.00",208,200,8,Longop
21:24:32,"2,373.00",154,140,14,Longop
21:24:33,"2,372.00",528,418,110,SHortop
21:24:33,"2,372.00",42,23,19,Longop
21:24:34,"2,372.00",58,29,29,多换
21:24:34,"2,372.00",12,6,6,多换
21:24:35,"2,372.00",46,22,24,SHortcl
21:24:35,"2,371.00",18,13,5,SHortop
21:24:36,"2,372.00",32,11,21,SHortcl
21:24:36,"2,371.00",16,6,10,Longcl
21:24:37,"2,372.00",26,26,0,双开
21:24:37,"2,371.00",34,20,14,SHortop
21:24:38,"2,371.00",20,18,2,SHortop
21:24:38,"2,372.00",32,30,2,Longop
21:24:39,"2,372.00",14,13,1,Longop
21:24:39,"2,372.00",274,97,177,SHortcl
21:24:40,"2,372.00",206,143,63,SHortop
21:24:41,"2,372.00",414,346,68,SHortop
21:24:41,"2,372.00",16,3,13,Longcl
21:24:42,"2,371.00",156,101,55,SHortop
21:24:42,"2,372.00",14,14,0,双开
21:24:43,"2,371.00",10,6,4,SHortop
21:24:43,"2,372.00",22,12,10,Longop
21:24:44,"2,372.00",42,32,10,Longop
21:24:44,"2,371.00",12,5,7,Longcl
21:24:45,"2,372.00",34,25,9,Longop
21:24:45,"2,372.00",92,66,26,Longop
21:24:46,"2,372.00",4,3,1,Longop
21:24:46,"2,372.00",20,20,0,双开
21:24:47,"2,372.00",22,22,0,双开
21:24:47,"2,371.00",20,19,1,SHortop
21:24:48,"2,371.00",18,15,3,SHortop
21:24:48,"2,372.00",300,264,36,Longop
21:24:49,"2,370.00","1,080",967,113,SHortop
21:24:49,"2,371.00",68,12,56,SHortcl
21:24:50,"2,371.00",28,13,15,SHortcl
21:24:50,"2,369.00","1,394","1,009",385,SHortop
21:24:51,"2,369.00",576,522,54,SHortop
21:24:51,"2,369.00",52,21,31,Longcl
21:24:52,"2,370.00",24,12,12,多换
21:24:52,"2,370.00",50,32,18,Longop
21:24:53,"2,369.00",106,59,47,SHortop
21:24:53,"2,369.00",150,133,17,SHortop
21:24:54,"2,369.00",56,13,43,Longcl
21:24:54,"2,370.00",50,24,26,SHortcl
21:24:55,"2,370.00",642,414,228,Longop
21:24:55,"2,370.00",80,17,63,Longcl
21:24:56,"2,370.00",4,1,3,Longcl
21:24:56,"2,370.00",38,13,25,Longcl
21:24:57,"2,371.00",10,3,7,SHortcl
21:24:57,"2,371.00",718,400,318,Longop
21:24:58,"2,372.00",12,7,5,Longop
21:24:58,"2,371.00",14,14,0,双开
21:24:59,"2,372.00",26,19,7,Longop
21:24:59,"2,371.00",66,64,2,SHortop
21:25:00,"2,372.00",130,68,62,Longop
21:25:00,"2,372.00",24,15,9,Longop
21:25:01,"2,371.00",124,64,60,SHortop
21:25:01,"2,371.00",98,53,45,SHortop
21:25:02,"2,371.00",84,59,25,SHortop
21:25:02,"2,371.00",870,550,320,SHortop
21:25:03,"2,371.00",144,72,72,多换
21:25:03,"2,370.00",174,122,52,SHortop
21:25:04,"2,371.00",58,56,2,Longop
21:25:04,"2,370.00",136,96,40,SHortop
21:25:05,"2,371.00",14,12,2,Longop
21:25:05,"2,370.00",198,186,12,SHortop
21:25:06,"2,370.00",182,143,39,SHortop
21:25:06,"2,371.00",124,105,19,Longop
21:25:07,"2,370.00",170,117,53,SHortop
21:25:07,"2,370.00",20,14,6,Longop
21:25:08,"2,370.00",70,41,29,Longop
21:25:08,"2,370.00",20,9,11,SHortcl
21:25:09,"2,369.00",430,139,291,Longcl
21:25:09,"2,370.00",20,15,5,Longop
21:25:10,"2,370.00",838,633,205,SHortop
21:25:10,"2,370.00",38,37,1,Longop
21:25:11,"2,370.00",32,21,11,Longop
21:25:11,"2,370.00",170,116,54,Longop
21:25:12,"2,369.00",56,32,24,SHortop
21:25:12,"2,370.00",332,221,111,Longop
21:25:13,"2,369.00",630,512,118,SHortop
21:25:13,"2,369.00",220,152,68,Longop
21:25:14,"2,370.00",178,119,59,Longop
21:25:14,"2,369.00",204,88,116,Longcl
21:25:15,"2,369.00",72,14,58,Longcl
21:25:15,"2,369.00",52,23,29,Longcl
21:25:16,"2,369.00",8,3,5,Longcl
21:25:16,"2,369.00",26,17,9,SHortop
21:25:17,"2,369.00",284,126,158,Longcl
21:25:17,"2,370.00",202,127,75,Longop
21:25:18,"2,369.00",24,17,7,SHortop
21:25:18,"2,369.00",28,20,8,SHortop
21:25:19,"2,369.00",644,570,74,SHortop
21:25:19,"2,369.00",12,11,1,Longop
21:25:20,"2,370.00",644,143,501,SHortcl
21:25:20,"2,370.00",726,383,343,Longop
21:25:21,"2,368.00",352,151,201,Longcl
21:25:21,"2,369.00",348,113,235,SHortcl
21:25:22,"2,370.00",16,11,5,Longop
21:25:22,"2,369.00",6,3,3,空换
21:25:23,"2,369.00",102,49,53,Longcl
21:25:23,"2,369.00",46,21,25,Longcl
21:25:24,"2,369.00",66,21,45,Longcl
21:25:24,"2,369.00",88,39,49,Longcl
21:25:25,"2,370.00",52,26,26,多换
21:25:25,"2,369.00",88,59,29,SHortop
21:25:26,"2,370.00",14,13,1,Longop
21:25:26,"2,369.00",6,5,1,SHortop
21:25:27,"2,370.00",76,26,50,SHortcl
21:25:27,"2,370.00",30,15,15,多换
21:25:28,"2,369.00",6,3,3,空换
21:25:28,"2,369.00",154,100,54,SHortop
21:25:29,"2,369.00",110,69,41,SHortop
21:25:29,"2,370.00",60,53,7,Longop
21:25:30,"2,369.00",22,8,14,Longcl
21:25:30,"2,370.00",86,48,38,Longop
21:25:31,"2,370.00",58,41,17,Longop
21:25:31,"2,370.00",22,8,14,SHortcl
21:25:32,"2,370.00",16,6,10,SHortcl
21:25:32,"2,370.00",498,91,407,SHortcl
21:25:33,"2,370.00",24,2,22,Longcl
21:25:33,"2,370.00",22,8,14,Longcl
21:25:34,"2,371.00",136,83,53,Longop
21:25:34,"2,371.00",8,3,5,SHortcl
21:25:35,"2,371.00",24,12,12,多换
21:25:35,"2,371.00",210,53,157,SHortcl
21:25:36,"2,370.00",24,12,12,空换
21:25:36,"2,371.00",30,27,3,Longop
21:25:37,"2,370.00",832,746,86,SHortop
21:25:37,"2,370.00",30,27,3,Longop
21:25:38,"2,370.00",28,28,0,双开
21:25:38,"2,370.00",22,22,0,双开
21:25:39,"2,370.00",32,23,9,Longop
21:25:39,"2,370.00",16,12,4,Longop
21:25:40,"2,370.00",34,30,4,Longop
21:25:40,"2,370.00",48,31,17,Longop
21:25:41,"2,370.00",28,7,21,SHortcl
21:25:41,"2,370.00",348,98,250,SHortcl
21:25:42,"2,370.00",30,12,18,Longcl
21:25:42,"2,370.00",40,21,19,SHortop
21:25:43,"2,370.00",262,73,189,Longcl
21:25:43,"2,369.00",40,9,31,Longcl
21:25:44,"2,369.00",82,75,7,SHortop
21:25:44,"2,370.00",26,13,13,多换
21:25:45,"2,370.00",74,32,42,SHortcl
21:25:45,"2,369.00",708,483,225,SHortop
21:25:46,"2,369.00",34,12,22,SHortcl
21:25:46,"2,369.00",488,95,393,SHortcl
21:25:47,"2,369.00",44,13,31,Longcl
21:25:47,"2,368.00",44,24,20,SHortop
21:25:48,"2,369.00",16,7,9,SHortcl
21:25:48,"2,369.00",78,52,26,Longop
21:25:49,"2,369.00",16,15,1,SHortop
21:25:49,"2,369.00",14,9,5,SHortop
21:25:50,"2,370.00",14,14,0,双开
21:25:50,"2,369.00",36,34,2,SHortop
21:25:51,"2,369.00",8,6,2,SHortop
21:25:51,"2,369.00","1,012",910,102,SHortop
21:25:52,"2,368.00","2,886","2,514",372,SHortop
21:25:52,"2,368.00",46,38,8,Longop
21:25:53,"2,367.00",404,331,73,SHortop
21:25:53,"2,367.00",142,107,35,SHortop
21:25:54,"2,367.00",146,80,66,SHortop
21:25:54,"2,368.00",416,209,207,Longop
21:25:55,"2,368.00",40,25,15,Longop
21:25:55,"2,367.00",170,91,79,SHortop
21:25:56,"2,367.00",48,24,24,空换
21:25:56,"2,368.00","1,028",475,553,SHortcl
21:25:57,"2,368.00",202,26,176,Longcl
